codigo_producto;nombre_producto;marca;codigo_bodega;cantidad_inicial;costo_unitario;pvp
7137;MAQUINA LEVANTAVIDRIOS  GOL 98-07 LD 4175D 4P;VARIOS;R4175D;0;0;51
7138;PASTILLAS PÁSSAT 2.8 POST ;VARIOS;NA;0;0;35
7139;TERMINAL AMAROK LI TDI;VARIOS;TRI481;2;0;18
7140;TERMINAL AMAROK LD TDI;VARIOS;TRD481;2;0;18
7141;TERMINAL ESCARABAJO LI P/G N-127 0180882;VARIOS;TRI471;5;0;15
7142;SENSOR RALENTY IAC GOL 97-99 404.301.02;VARIOS;40430102;1;0;26
7143;VALVULAS ESCAPE ESCARABAJO1.6 113.109.612 A U/N;VARIOS;NA;2;0;9
7144;RULIMAN POLEA TEMPLADOR GOL HF 88F;VARIOS;BB1-4829A;0;0;5
7145;KIT BASE PALANCA GOL SAVEIRO;VARIOS;NA;0;0;8
7146;EMPAQUE  ADM VENTO GLS;VARIOS;NA;1;0;6
7147;FARO DELAN GOL 2009-12 LD;VARIOS;NA;1;0;81
7148;FARO DELAN GOL 2001-06 LI 511;VARIOS;NA;0;0;64
7149;SOPORTE ELECTRO GOL 2001-08 S/AC;VARIOS;17110128;0;0;21
7150;ASPAS ELECTRO GOLF 95 1.8 USD;VARIOS;NA;1;0;10
7151;RULIMAN PEUGEOT 206 ;VARIOS;NA;1;0;23
7152;PISTONES AMAZON GOL 1.6 0.50 C/RINES;VARIOS;NA;1;0;155
7153;PISTONES GOL 1.8 STD C/RINES 2001;VARIOS;NA;1;0;140
7154;PARACHOQUE DELAN GOL 95-99;VARIOS;NA;0;0;61
7155;FRONTAL U RADIADOR JETTA 2008-11;VARIOS;NA;1;0;102
7156;CABLE ACELERADOR ESCARABAJO T/M 111.721.555E;VARIOS;CAA472;6;0;6
7157;MANGUERA FRENO POST GOL 00-05;VARIOS;CAE472;5;0;9
7158;CABLE EMBRAGUE ESCARABAJO 2290MM 111721335C;VARIOS;03-003-37-0057;6;0;7
7159;MANIJA LEVANTA VIDRIOS ESCARABAJO / 70 PASADOR;VARIOS;MAV473;14;0;8
7160;TERMINAL ESCARABAJO LD P/D N-122 0184010;VARIOS;TRD472;3;0;15
7161;TERMINAL ESCARABAJO LI P/D N-121 0194011;VARIOS;TRI472;5;0;15
7162;TERMINAL ESCARABAJO LD P/G N-128;VARIOS;TRD471;5;0;15
7163;TERMINAL ESCARABAJO OJO LI P/D N-124 0194012;VARIOS;RON302;3;0;23
7164;TERMINAL ESCARABAJO OJO LI P/G N-129 0194004;VARIOS;NA;0;0;28
7165;TOMA BASE TERMOSTATO GOLF VENTO;VARIOS;037121121A;2;0;12
7166;DESLIZANTE CENTRAL ASIENTO GOLF GOL;VARIOS;DES;13;0;3
7167;RIN SINCRONIZADO 1RA 2DA GOL 00-05 013.311.269.1;VARIOS;NA;1;0;21
7168;TUERCA PUNTA EJE POLO BR;VARIOS;NA;1;0;6
7169;BUJE PUENTE POST 10 MM AMAZON;VARIOS;BUJEP;1;0;6
7170;KIT PERNOS AMORTIGUADOR ;VARIOS;NA;1;0;8
7171;BASE CAPOT POLO BR 2022;VARIOS;NA;1;0;75
9663;MANGUERA SUPERIOR AMAROK TDI;VARIOS;MSE481;4;5.36;13
9692;CHAQUETAS BIELA ESCARABAJO 1.3/1.5/1.6  0.75;VARIOS;171090095;1;14;16
9664;CABLE VELOCIOMETRO ESCARABAJO;VARIOS;CAV471;1;4.46;10
9778;PASTILLAS CRAPTER SP1622;VARIOS;PS1622;1;27.15;47
7172;CAUCHO MULTIPLE ESCARABAJO113.129.729B;VARIOS;171010167;5;3.5;7
7173;VARILLA EMBRAGUE GOLF III 342 MM;VARIOS;VRA009;0;12;15
7174;KIT RETEN VARILLA EMBRAGUE GOLF III;VARIOS;BCE003;0;10;16
7175;MICA POST ESCARABAJO GRANDE ;VARIOS;MPA471;1;6.7;14
7176;BICEL FARO 1/H  PLASTICO;VARIOS;AFD472;5;4.46;12
7177;EMBLEMA CAPOT ESCARABAJO;VARIOS;EMB471;3;2.68;7
7178;ROTOR ESCARABAJO BAJO ANTIGUO;VARIOS;RON472;7;1.79;7
7179;FUNDA EMBRAGUE ESCARABAJO 33.5 CORTA;VARIOS;FCE441;0;4.46;11
7180;ROTULA ESCARABAJO INFERIOR ;VARIOS;RTI471;6;6.25;13
7181;ROTULA ESCARABAJO SUPERIOR ;VARIOS;RTS471;6;6.25;13
7182;PIÑON 3RA GOL 00-05 1.8 CC 36 D;VARIOS;PñC003;0;55;119
7183;PIÑON 3RA GOL 00-05 1.8 CC 28 D;VARIOS;PÑC17;0;56;81
7184;WIPE;VARIOS;0;46;7;1
7186;KIT EJE POST ESCARABAJO;VARIOS;171050016;6;6;12
7187;ABRAZADERA ESCAPE ESCARABAJO;VARIOS;171020013;4;5;6
7188;BOMBA FRENO ESCARABAJO D/CIRCUITO C/LARGO;VARIOS;BMF472;1;22.32;40
7189;BOMBA FRENO ESCARABAJO1 CIRCUITO;VARIOS;BMF471;2;15.15;38
7190;TUBO NIQUELADO ESCAPE ESCARABAJO;VARIOS;TPP102;0;7.86;17
7191;BOMBA GAS ESCARABAJO;VARIOS;BMG471;1;12.5;35
7192;KIT PEDAL ACELERADOR ESCARABAJO;VARIOS;PAC471;5;2.68;10
9689;TUERCA EJE POST ESCARABAJO CASTILLA;VARIOS;171050028;1;6;16.5
9734;SENSOR VELOCIMETRO GOL 99-04 SANTANA;VARIOS;DKK;0;0;40
9791;ELECTROVENTILADOR GOL 00-05 S/C;VARIOS;1460.0105-VIK;0;34.59;56
9665;BOMBA GAS COMP GOL 00-05 1.8;VARIOS;622034;0;47.9;98
9666;FLOTADOR GAS  GOL 00-05 CORTO;VARIOS;622001;0;12.5;26
9667;FLOTADOR GAS GOL 00-05 LARGO;VARIOS;622007;3;13.9;29
9668;DISTRIBUIDOR ESCARABAJO 79 ELECTRONICO;VARIOS;622133;0;32.9;68
9669;SENSOR CKP GOL 1.6 C/CABLE 08-09 CUADRADO;VARIOS;622076;1;25.9;54
9670;SENSOR CKP GOLF POLO BR 1.6 REDONDO;VARIOS;622122;1;23.5;49
9671;SENSOR CMP GOL POLO FOX 1.6 09-10;VARIOS;622092;4;22.5;18
9672;VALVULA VACIO AMD GOLF 1.6;VARIOS;722038;1;9.8;18
9673;FLOTADOR AMAROK TDI 2.0;VARIOS;622142;0;14.9;37
9674;BOMBA GAS COMP GOLF IV JETTA 2.0 02-12 C/FLOTAD;VARIOS;622102;3;54.9;78
9675;CALCO TAPA GAS REDONDO;VARIOS;171010238;1;14;11
9676;BOCIN CEBOLLITA ESCARABAJO ORIGINAL;VARIOS;171070003;11;2;5
9677;BUJE PALANCA PLASTICO ESCARABAJO;VARIOS;171070005;3;2;4
9678;TOMA AGUA S/TERMOSTATO GOL 00-05;VARIOS;TMA001;6;4.5;8
9679;ABRAZADERA GUARDAPLVO GOLF VENTO GRANDE;VARIOS;1;0;1;3
9680;MESA POLO 1.4CC 16V 95-99;VARIOS;2;0;16;31
9681;BOMBA FRENO GOL 95-98 ;VARIOS;BMF004;0;42.56;55
9682;BANDA POLY V 6PK 1195  GOLF IV JETTA;VARIOS;171010544;2;25;25
9683;COLADOR ESCARABAJO;VARIOS;171010105;2;8;17
9759;ACEITE GALON 20W50 PDV;VARIOS;319248-PDV;0;18.9;26
9684;SOPORTE CAJA SIMPLE ESCARABAJO;VARIOS;171030024;0;15;22.5
9754;DISCO FRENO AMAROK TDI;VARIOS;HF 90;2;47.5;81
9685;CHAQUETAS ARBOL ESCARABAJO MORESA;VARIOS;171010072;0;10;15
9686;CHAQUETAS ARBOL ESCARABAJO SILVER LINE;VARIOS;171101763;0;17;24
9687;CHAQUETAS BIELA ESCARABAJO 1.00 MAHLE;VARIOS;171010100;0;14;21
9766;KIT  MOLDURA TECHO GOL 4P 01-05 L/I ;VARIOS;CAUCHO;0;22;36
9688;SENSOR TEMP 2 PINES POLO FOX GOL 1.60;VARIOS;EDU2;20;1;13
9690;TUERCA VOLANTE ESCARABAJO ;VARIOS;171010378;1;15;21
9691;EMPAQUE ESCAPE METAL AMAROK TURBO TDI PEQUEÑO ;VARIOS;171101918;1;6;11
9693;PROPULSORES ESCARABAJOJGO MORESA;VARIOS;171010194;0;35;47
9694;BIELA ESCARABAJO OM 1.6 CC;VARIOS;171010467;0;32;42
9695;MOLDURA PARABRISAS GOLF IV JETTA;VARIOS;171101777;0;115;155
9696;BOMBA ACEITE BAJA ESCARABAJO;VARIOS;171010037;0;32;47
9697;ARBOL LEVAS PLANO ESCARABAJO;VARIOS;17110011;0;62;98
9698;ALZAS CABEZOTE ESCARABAJO 1.60 ALUMINIO ;VARIOS;171010495;2;2.8;4
9699;RINES ESCARABAJO STD 1.6 CC OM;VARIOS;171010319;0;32;53
9700;VALVULA PCV DESFOGUE GOL 00-05;VARIOS;VRP411;6;4.5;10
9701;FILTRO AIRE BRASILIA ;VARIOS;FLR474;3;4.5;9
9702;FILTRO AIRE CABINA GOLF IV JETTA ;VARIOS;FLR484;0;4.91;11
9703;BLOCK AMAROK BITURBO;VARIOS;TAD471;0;3.13;7700
9704;RELAY BOMBA GAS 30 5 P GOLF VENTO;VARIOS;RLY001;0;5.6;16
9705;EMPAQUE ESCAPE METAL AMAROK BITURBO TDI GRANDE 2H0-253-115;VARIOS;352.55;1;13;21
9706;RELAY BOMBA GAS VERDE GOL 00-005;VARIOS;171090281;0;18;27
9707;MODULO ABS AMAROK TDI;VARIOS;15;0;98;3500
9708;RELAY BOMBA GAS 4P GOLF 95-99;VARIOS;RLY005;1;4.5;11
9709;SENSOR ABS DELAN AMAROK L/I;VARIOS;SRF054;0;32.85;71
9710;SENSOR ABS DELAN AMAROK L/D;VARIOS;SRF028;1;22.85;28
9711;CAUCHO  DIRECCION GOL  ESCARABAJO;VARIOS;BJC001;0;1;3
9712;ESPEJO TOYOTA HILIX L/D 02-05 4X4;VARIOS;GSE;0;1;75
9713;FILTRO DIESEL AMAROK S/SENSOR T/ DESIGUALES;VARIOS;FDG021;3;18;25
9714;BOMBA EMBRAGUE PEDAL POLO BR ;VARIOS;BME002;1;34.24;47
9715;HORQUILLA 3RA 4TA GOL 00-05;VARIOS;125;0;25;48
9716;KIT BANDA ACCESORIOR 6PK 1555 AMAROK TDI;VARIOS;VKA31148;4;79.39;135
9717;TAMBOR POST GOL VOYAGE 12-15;VARIOS;HF08D;2;14.55;29
9718;KIT DISTRIBUCION AMAROK TDI 160 D;VARIOS;VKMA011148;3;142;235
9719;CILINDRO 22MM DELANT ESCARABAJO 04-0044;VARIOS;04-0044;0;8.97;18
9720;BANDA POLY V 6DPK 1195;VARIOS;6DPK1195;1;24;34
9721;SWITCH ENCENDIDO GOL 03-05;VARIOS;CDA002;0;12;22
9722;CONMUTADORESCARABAJO MEX ;VARIOS;CMT014;0;6.48;19
9772;DEPOSITO LIQUIDO HIDRAULICO GOLF VENTO;VARIOS;DPA009;1;13.32;22
9723;TAPA COLADOR ESCARABAJO;VARIOS;171010358;3;10;12
9724;BRIDA BOMBA GAS ESCARABAJO;VARIOS;171010406;1;5;9
9725;EJE PEDAL EMBRAGUE ESCABARJO ;VARIOS;171010112;0;12;18
9726;TURBO AMAROK BITURBO ARGENTINA 2011;VARIOS;171010032;0;6;3920
9727;TERMOSWITCH AMAZON 87;VARIOS;TPR012;0;9;19
9728;CONDENSO CUADRADO OLIMPIC;VARIOS;CON471;8;2.68;8
9729;CUBIERTA PLASTICA CAJA ESCARABAJO;VARIOS;CPC471;4;0.54;3
9730;FARO POST GRANDE  COMPLETO ESCARABAJO;VARIOS;FPA472;3;12.5;25
9731;MAQUINA LEVANTAVIDRIOS  ESCARABAJO BR L/D;VARIOS;MVD472;1;12;23
9732;MAQUINA LEVANTAVIDRIOS ESCARABAJO BR L/I;VARIOS;MVI472;0;12;25
9733;RELAY CAMBIO/LUZ REDON ESCARABAJO T/A;VARIOS;REL471;3;11.16;26
9735;ROTULA SANTANA 92-98 L/D N-189;VARIOS;171040123;0;13;26
9736;ROTULA SANTANA 92-98 L/I N-188;VARIOS;171040124;0;13;26
9737;PLATILLO SUPERIOR GOLF 96;VARIOS;PTL006;2;5;9
9738;EMPAQUE TAPA VALVULAS ESCARABAJO;VARIOS;EMP;5;1;2.5
9739;KIT EMPAQUE TUBO ACEITE ESCARABAJO;VARIOS;ACE;1;1;5
9740;KIT CAUCHO INYECTOR AMAROK CRAPTER;VARIOS;AR;0;1;75
9741;VALVULAS ESCAPE GOL 95 GOLF P/D 026.109.611A JGO;VARIOS;PIL005;2;45;33
9742;MARIPOSA CABLE EMBRAGUE ESCARABAJO;VARIOS;171070044;1;2;4
9743;TROMPO STOP 3 CONT ESCARABAJO14112 E;VARIOS;171090230;12;10;12
9744;VALVULA PASE GAS ESCARABAJO 94.7825;VARIOS;171010381;1;8;12
9745;CABLE FRENO MANO ESCARABAJO 1770 MM 3632;VARIOS;CAF471;2;7.59;18
9746;POLEA TEMPLADOR LISA GOL 00-05 4117;VARIOS;PAL415;3;8.93;29
9747;FLOTADOR CARBURADOR 30 PIC ESCARABAJO;VARIOS;BYAC471;1;2.68;7
9748;HORQUILLA EMBRAGUE ESCARABAJOT/M 16465-1;VARIOS;VEM471;1;7.14;16
9749;MANGUERA CALEFACCION ESCARABAJO 41.812;VARIOS;MAC471;2;7.91;11
9750;LUZ SALON ESCARABAJO;VARIOS;LUZ471;1;4.02;10
9751;ROTOR ALTOESCARABAJO  ALETA 21628;VARIOS;RON301;8;1.79;7
9829;ACEITE 1/4 80W90 CAJA ;VARIOS;589;2;4;9
9752;SOCKETGOL 00-03 L/I;VARIOS;SPT038;0;22.5;37
9753;SOCKET GOL 00-03 L/D;VARIOS;PST039;0;22.5;37
9755;TAMBOR POST AMAROK TDI;VARIOS;HF 90A;2;42.15;88
9756;CILINDRO POST AMAROK TDI 04-1045;VARIOS;04-1045;4;17.54;28
9757;KIT CABLES GOL 95-98 MONOPUNTO;VARIOS;1505;2;23.97;40
9758;KIT MOLDURA TECHO GOL  4P 98-08;VARIOS;MLT021;0;40;75
9760;BUJIAS GOL GOLF 3 ELECT GRUESA;VARIOS;NGK-BUR5ETB-10;0;16;28
9761;FILTRO AIRE ALTO ESCARABAJO 135;VARIOS;TCA-135;0;4.6;9
9762;FILTRO AIRE BAJO  ESCARABAJO 134;VARIOS;TCA-134;1;4.6;9
9763;REFRIGERANTE AMARILLO 5 AÑOS GR;VARIOS;012MN4014-5;0;14;21
9764;REFRIGERANTE VERDE 5 AÑOS GR;VARIOS;012MN4013-5;4;14;21
9830;MANGUERA DEPURADOR CAROSERIA GOL 00-05;VARIOS;615003001;2;9;28
9765;RADIADOR CALEFACION GOLF VENTO ;VARIOS;17110205;1;28;28
9767;PLATINO 1044 OLIMPIC;VARIOS;PLT301;7;2.58;8
9768;SWITCH ENCENDIDO ESCARABAJO;VARIOS;CLT471;1;5.8;13
9769;BRIDA CARBURDOR ESCARABAJO;VARIOS;CDT472;2;1.52;5
9770;ACOPLE CAJA T/M ESCARABAJO;VARIOS;1710700001;1;10;19.5
9771;FARO POST GOL 10-12 L/D;VARIOS;12300;1;25;40
9773;CAUCHO COMPUERTA POST GOL 00-05;VARIOS;15800-1;0;5;38
9774;BRIDA DIRECCION ESCARABAJO;VARIOS;171040026;0;10;16
9775;KIT PERNO POLEA TEMPLADOR GOLF;VARIOS;7069;1;1;8
9789;VENSOR VELOCIMETRO GOLF VENTO;VARIOS;SRV016;1;6.17;10
9776;BASE BOMBA AGUA GOL;VARIOS;4587;0;1;29
9777;KIT REPRACION CAJA D/H GOLF VENTO ;VARIOS;KCD001;0;24.75;54
9779;PASTILLAS POST GOLF III IV JETTA POLO  SP1391 PD362;VARIOS;SP1391;4;14;29
9780;BOMBA AGUA CRAPTER 2.5 TDI ;VARIOS;VKPC86619;1;33.93;71
9781;DISCO FRENO POLO C PASSAT;VARIOS;HF03A;2;37.6;57
9782;TAMBOR POST POLO BR FOX 1.6;VARIOS;HF08A;2;22.78;50
9783;DISCO FRENO POST CRAPTER 30;VARIOS;HF471H;2;48.88;98
9784;DISCO FRENO GOLF IV JETTA 280 MM;VARIOS;HF82;2;31.07;42
9785;DISCO FRENO CRAPTER 30 SOLIDO;VARIOS;HF471F;2;57.28;114
9786;DISCO FRENO GOLF IV JETTA 2.5 HF88F 11-18 ;VARIOS;HF88F;2;29.66;57
9787;DISCO FRENO VIRTUS 1.6 18-21 5H HF81B;VARIOS;HF81B;4;24.42;37
9788;VALVULA PRECION N75 AMAROK TIGUAN OM;VARIOS;171101458;0;76.5;140
9790;SELENOIDE ESCARABAJO MEX;VARIOS;171010333;0;32;50
9792;ELECTROVENTILADOR GOL 09-12 VOYAGE A/C;VARIOS;1460.03111-VIK;1;43.54;80
9793;ELECTROVENTILADOR AUXILIAR POLO FOX 01-08 A/C;VARIOS;1460.03103-VIK;1;31.48;57
9794;RADIADOR CALEFACCION POLO BR;VARIOS;1460-03103-VIK;1;18;37
9795;BOTON ELEVAVIDRIO PASSAT ;VARIOS;1690.09103-VIKA;1;6.34;13
9796;BOTON  BLOQUEO POLO BR 01-12;VARIOS;1690.09113-VIK;1;5.21;11
9797;SWITCH ENCENDIDO ESCARABAJO GOLF VENTO;VARIOS;2080.03104-VIK;6;4.17;15
9798;CABLE FRENO MANO GOL 95-05;VARIOS;2340.01167-VIK;3;10.92;28
9799;CANESER JETTA 2.0 CC 2008 ;VARIOS;1430-04101-MGT;0;2.53;45
9800;TOMA AGUA GOL G1 PASSAT ;VARIOS;1430.03105-MGT;2;1.51;8
9801;BOMBA AGUA COMPLETA TODOS ;VARIOS; ;0;45;60
9802;ELECTROVENTILADOR GOL 09-10 S/A;VARIOS;ELECW;1;40;92
9803;ELECTROVENTILADOR C/BASE GOL 00-05 S/A;VARIOS;ELEC B;0;40;105
9804;RADIADOR GOLF VENTO C/A;VARIOS;3504;1;40;95
9805;RADIADOR GOLF IV JETTA 2.0;VARIOS;732769R;1;60;124
9806;AMORTIGUADOR POST POLO FOX;VARIOS;4456;4;21;44
9807;ANTENA RADIO GOL POLO GOLF ;VARIOS;2864;9;3;11
9808;FILTRO AIRE POLO 1.6 2016-18 SK FABIA;VARIOS;11291595;6;6;12
9809;CUBIERTA TABLERO L/D LARGA  GOL GRIS;VARIOS;546;0;5;13
9810;LIBRE;VARIOS;5646;0;5;1
9811;CUBIERTA TABLERO CENTRAL GOL 00-05 GRIS;VARIOS;66170101;0;6;13
9812;CUBIERTA TABLERO GOL 00-05 L/D GRIS;VARIOS;6819002001;1;6;11
9813;CORNER PARACHOQUE BRASILIA L/D;VARIOS;JI0099;2;3;7
9814;CORNER  PARACHOQUE BRASILIA L/I;VARIOS;J10098;1;3;7
9815;FILTRO DIESEL AMAROK CRAFTER T/ RECTAS;VARIOS;MF-41989;2;12;33
9816;FLOTADOR GAS GOLF VENTO ;VARIOS;BY029;0;15;31
9817;DEPOSITO AGUA POLO BR FOX 10-11 S/S 11.420;VARIOS;11420;4;10;21
9818;DEPOSITO AGUA PLUMAS GOL 95-05;VARIOS;G-1009;1;10;21
9819;DEPOSITO AGUA GOLF IV JETTA;VARIOS;108227;4;10;21
9820;LOGISTICA ;VARIOS;11418;66;10;5
9821;DEPOSITO LIQUIDO FRENO GOL AMAZON SANTANA;VARIOS;C-0102;1;7;15
9822;DEPOSITO LIQUIDO FRENO ESCARABAJO;VARIOS;589958;1;5;13
9823;BOMBA GAS COMP GOLF IV JETTA 2.0 02-12 S/FLOTAD;VARIOS;1J09119051C;1;48;99
9824;BOTON ESPEJO RETROV POLO JETTA ;VARIOS;1J1959565E;2;6;16
9825;LIBRE;VARIOS;KCA 3519;0;5;1
9826;KIT PASADOR MORDAZA GOLF VENTO;VARIOS;K7059;0;4;11
9827;LIBRE;VARIOS;K7019;0;4;1
9828;EMPAQUE TAPA BOMBA GAS GOL 00-05;VARIOS;CAU;0;2;12
9831;MANGUERA BOMBA AGUA  GOLF VENTO;VARIOS;20417;3;4;13
9832;MANGUERA CALEFACCION POLO FOX;VARIOS;21828;0;10;30
9833;MANGUERA DESFOGUE GOL 00-05;VARIOS;0371273H;0;3;11
9834;MANGUERA T GOLF VENTO;VARIOS;10054727;1;2;7
9835;MANGUERA FRENO DELANT GOLF VENTO;VARIOS;1H0611701;4;4;13
9836;MANGUERA SUP GOLF VENTO 1.8 S/A;VARIOS;037121053H;3;3;13
9837;MANGUERA SUP POLO FOX;VARIOS;21886;2;4;13
9838;BANDA POLY V 6PK 1155 GOLF VENTO C/A;VARIOS;1155;1;6;16
9839;BANDA POLY V 6PK 1065 GOLF IV S/A;VARIOS;1065;6;5;16
9840;BANDA 27 GOLF VENTO S/A;VARIOS;24;2;3;10
9841;BANDA 35 ESCARABAJO 13A0915C;VARIOS;1537;6;1;7.5
9842;BANDA DISTRIBUCION 150 D GOLF IV AUDI 1.8 T;VARIOS;06B109119;1;0;50
9843;BANDA 37 ESCARABAJO;VARIOS;37;1;2;7
9844;PROTECTOR BANDA INFERIOR GOLF 95-99;VARIOS;26709175;10;3;15
9845;PROTECTOR BANDA SEMILUNA GOLF 95-99;VARIOS;026109173A;6;3;8
9846;PROTECTOR RADIADOR GOL 00-05;VARIOS;5X0121293;1;5;21
9847;PROTECTOR BANDA SUP GOL 09-10;VARIOS;3213;1;8;35
9848;PROTECTOR BANDA SUPERIOR GOLF 95-99;VARIOS;26109107;2;6;35
9849;REJILLA PARACHOQUE GOLF VENTO L/I;VARIOS;2799A;#�VALOR!;0;2
9850;REJILLA PARACHOQUE GOLF VENTO L/D;VARIOS;2799B;2;2;7
9851;REJILLA PARACHOQUE GOL 00-02 S/H L/I;VARIOS;165465;2;3;11
9852;REJILLA PARACHOQUE GOL 00-02 C/H L/D;VARIOS;13465;0;3;15
9853;REJILLA PARACHOQUE GOL 00-02 C/H L/I;VARIOS;15646SD;1;3;15
9854;REJILLA PARACHOQUE GOL 03 S/H L/D;VARIOS;FRRAS;2;3;11
9855;REJILLA PARACHOQUE GOL 03 S/H L/I;VARIOS;54546;2;3;11
9856;REJILLA PARACHOQUE GOLF IV 07 L/D;VARIOS;5433;4;3;11
9857;REJILLA PARACHOQUE JETTA L/I;VARIOS;11493;3;3;11
9858;REJILLA PARACHOQUE JETTA L/D;VARIOS;8894;3;3;11
9859;REJILLA PARACHOQUE POLO 07-08 C/H L/I;VARIOS;35398;6;4;13
9860;REJILLA PARACHOQUE POLO BR C/H L/I;VARIOS;6Q0;1;3;11
9861;PASTILLAS AMAROK C/SENSOR ;VARIOS;WVA24484;2;12;35
9862;PASTILLAS KOMBI BR PD13;VARIOS;PD-13;2;8;17
9863;SOCKET BOMBA GASOLINA GOL 01-05;VARIOS;7709PPR;1;15;10
9864;PERILLA CALEFACCION GOL;VARIOS;377819129A;4;2;6
9865;CUBIERTA MANIJA GRIS GOL 00-02L/I;VARIOS;20347;0;5;11
9866;MOLDURA FARO POST GOL 00-02 L/D;VARIOS;69794;0;4;11
9867;CUBIERTA MANIJA NEGRA GOL 00-02L/I;VARIOS;2445G;0;5;11
9868;CUBIERTA MANIJA GRIS GOL 00-02L/D;VARIOS;20346;0;5;11
9869;CUBIERTA MANIJA NEGRA GOL 00-02L/D;VARIOS;5X086;1;5;11
9870;VALVULAS ESCAPE ESCARABAJO JGO;VARIOS;458G;2;8;36
9871;POLEA BANDA POLO PLASTICA  C/A;VARIOS;345;1;9;28
9872;POLEA ALTERNADOR GOL 09 METAL;VARIOS;458;1;10;29
9873;TEMPLADOR COMPLETO GOL 00-05 C/A;VARIOS;505;0;40;155
9874;TEMPLADOR ALTERNADOR POLO BR FOX;VARIOS;4103;2;30;54
9875;BOMBA GAS COMPL POLO BR ACHR;VARIOS;622035;1;45;160
9876;BOMBA DIESEL S/F AMAROK ;VARIOS;2H0919050B;1;45;88
9877;LUZ PLACA GOL 00-02;VARIOS;DP3382;3;4;11
9878;LUZ SALON GOL 09;VARIOS;17JHT;1;10;26
9879;BOTON LEVANTAVIDRIO GOLIV JETTA L/I;VARIOS;BRZ;0;15;37
9880;BOTON RETROVISOR POLO BR ;VARIOS;822042;0;9;19
9881;BOTON LEVANTAVIDRIO POST GOL 00-02;VARIOS;822031;1;18;38
9882;MESA GOL 09-14  L/D;VARIOS;26564SD;2;20;38
9883;MESA GOL 09-14 L/I;VARIOS;HTRA;2;20;38
9884;MESA GOLF IV JETTA ;VARIOS;ITARS;7;22;48
9885;KIT DISTRIBUCION GOL 95-05 1.8 OR 121 D;VARIOS;KC91;3;18;58
9886;ELECTROVENTILADOR GOLF VENTO 95-99;VARIOS;1H0959455J;1;40;92
9887;CABLE ACELERADOR SANTANA 87 3029;VARIOS;3029;1;3;13
9888;PALANCA CAMBIOS GOLF VENTO;VARIOS;3302;1;9;39.5
9889;MOLDURA FARO POST GOL 00-02 L/I;VARIOS;518;0;7;15
9890;LAME VIDRIO GOL INT  POST  L/I;VARIOS;373;4;6;13
9891;KIT MOLDURAS PUERTA GOL 95-95;VARIOS;156;2;9;19
9892;VALVULA PCV DESFOGUE ACEITE GOL 09 -10;VARIOS;036103464P;2;12;38
9893;VALVULA PCV DESFOGUE ACEITE POLO BR CROS FOX SK FAVIA;VARIOS;BOMB77;0;15;25
9894;BARRA ESTABILIZADORA GOL 00-05;VARIOS;JIIOASUOSD;1;34;78
9895;RULIMAN RUEDA DELT SANTANA AMAZON;VARIOS;ZBC407625;1;9;19
9896;MICA POST GRAD ESCARABAJO HELLA;VARIOS;OSD;1;10;26
9897;TUBO AGUA SANTANA 87;VARIOS;NBNN;1;5;16
9898;TAPA VOLANTE GOL 00-05;VARIOS;CS001;1;10;29
9899;SEGURO PARACHOQUE POST L/D GOL 00-05;VARIOS;UYISD;1;1.5;6
9900;CAUCHO VENTANA LATERAL ESCARABAJO;VARIOS;11384532125;2;5;16
9901;TERMINAL POLO FOX L/D GOL 09-12 14MM;VARIOS;281850;13;6;15
9902;TERMINAL BORA L/D;VARIOS;110174755;3;5;16
9903;TERMINAL SANTANA 92-93;VARIOS;3074198121;5;4;13
9904;TERMINAL BARRA DIRECCION SUP. GOL AMAZ SANT L/I;VARIOS;NBNBN;1;4;16
9905;TERMINAL BARRA DIRECCION SUP. GOL AMAZ SANT L/D;VARIOS;GT5;1;4;16
9906;ROTULA GOL 09-13 L/I;VARIOS;N1074;5;10;15
9907;KIT PÌSTONES FRENO POST AMAROK  OR;VARIOS;N1075;0;10;275
9908;LIBRE;VARIOS;S080277;0;8;1
9909;ROTULA GOL 98-99 D/M N1020;VARIOS;N-1020;0;7;19
9910;SEGURO PARACHOQUE DELAN GOL ;VARIOS;SEG;2;1.5;6
9911;CILINDRO FRENO POLO;VARIOS;CL1003;2;9;19
9912;SENSOR MAP GOL 95-98 MONOPUNTO;VARIOS;INYSSO0240;1;15;37
9913;POLEA BOMBA  D/H GOL 00-05;VARIOS;01PC707933;1;14;29
9914;PLATILLO AMORT POST GOL 00-05;VARIOS;303883;2;4;13
9915;PLATILLO SUPERIOR AMORTIG JETTA;VARIOS;5Z0412341;1;2;13
9916;SWITCH PARQUEO JETTA GOLF IV 2.0;VARIOS;1J0953235J;0;9;20
9917;SWITCH PARQUEO POLO BR;VARIOS;6N0953235B;0;10;26
9918;SWITCH PARQUEO GOL 09-10;VARIOS;5U0953235;0;10;18
9919;SWITCH LUCES ESCARABAJO;VARIOS;113941531B;0;4;11
9920;CAUCHO CABLE ACELERADOR GOL;VARIOS;BUJE;3;1;3
9921;CONMUTADOR ESCARABAJO BRASILIA ;VARIOS;43965;2;6;18
9922;MANIJA EXT POST L/D SANTANA 87 ;VARIOS;5108;0;19;20
9923;BOMBA FRENO ESCARABAJO D/CIRCUITO C/CORTO;VARIOS;5111;1;21;57
